acquisition_date,timestamp,source,campaign,creative,payments_0d,payments_3d,payments_7d,ltv_0d,ltv_3d,ltv_7d
10-04-26,10-04-26 8:55,fb,campaign_23,creative_57,0,0,6,0,0,34.35836966
10-04-26,10-04-26 8:55,fb,campaign_23,creative_58,0,3,12,0,26.18123823,27.47094681
10-04-26,10-04-26 8:55,fb,campaign_23,creative_53,0,1,1,0,19.01388692,19.01388692
10-04-26,10-04-26 8:55,fb,campaign_23,creative_59,0,1,1,0,22.82047089,22.82047089
10-04-26,10-04-26 8:55,fb,campaign_24,creative_60,0,1,15,0,17.20114148,29.8779064
10-04-26,10-04-26 8:55,fb,campaign_24,creative_61,0,13,21,0,31.74959407,30.6074951
10-04-26,10-04-26 8:55,fb,campaign_24,creative_62,0,0,1,0,0,19.01388692
10-04-26,10-04-26 8:55,fb,campaign_24,creative_63,0,0,1,0,0,54.85988588
10-04-26,10-04-26 8:55,fb,campaign_24,creative_64,0,0,1,0,0,19.01388692
10-04-26,10-04-26 8:55,fb,campaign_24,creative_65,1,15,20,0,33.65610254,34.59917501
10-04-26,10-04-26 8:55,fb,campaign_24,creative_66,5,1,1,0,22.82047089,22.82047089
10-04-26,10-04-26 8:55,fb,campaign_24,creative_67,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_24,creative_68,2,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_25,creative_69,0,1,1,0,28.83247326,28.83247326
10-04-26,10-04-26 8:55,fb,campaign_25,creative_70,1,15,15,0,28.18495652,28.18495652
10-04-26,10-04-26 8:55,fb,campaign_25,creative_71,0,3,3,0,37.79309538,37.79309538
10-04-26,10-04-26 8:55,fb,campaign_26,creative_72,0,1,1,0,71.3165444,71.3165444
10-04-26,10-04-26 8:55,fb,campaign_27,creative_73,0,1,1,0,53.9850412,53.9850412
10-04-26,10-04-26 8:55,fb,campaign_27,creative_74,0,1,1,0,34.84238827,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_27,creative_75,2,6,6,0,32.71197476,32.71197476
10-04-26,10-04-26 8:55,fb,campaign_27,creative_76,0,1,1,0,44.48412475,44.48412475
10-04-26,10-04-26 8:55,fb,campaign_28,creative_77,0,2,2,0,57.54519972,57.54519972
10-04-26,10-04-26 8:55,fb,campaign_28,creative_78,0,4,4,0,51.09937632,51.09937632
10-04-26,10-04-26 8:55,fb,campaign_28,creative_78,1,3,3,0,55.26969965,55.26969965
10-04-26,10-04-26 8:55,fb,campaign_28,creative_78,0,2,2,0,40.91246074,40.91246074
10-04-26,10-04-26 8:55,fb,campaign_28,creative_78,0,1,1,0,50.41488718,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_28,creative_79,0,1,1,0,37.091978,37.091978
10-04-26,10-04-26 8:55,fb,campaign_28,creative_80,0,1,1,0,40.54910088,40.54910088
10-04-26,10-04-26 8:55,fb,campaign_29,creative_81,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_29,creative_81,0,1,1,0,43.56388721,43.56388721
10-04-26,10-04-26 8:55,fb,campaign_29,creative_82,0,1,1,0,70.1596125,70.1596125
10-04-26,10-04-26 8:55,fb,campaign_29,creative_83,0,1,1,0,45.69929234,45.69929234
10-04-26,10-04-26 8:55,fb,campaign_30,creative_81,0,1,8,0,69.03949841,48.03103104
10-04-26,10-04-26 8:55,fb,campaign_30,creative_81,0,1,6,0,34.84238827,39.39503468
10-04-26,10-04-26 8:55,fb,campaign_30,creative_83,0,0,2,0,0,48.55327048
10-04-26,10-04-26 8:55,fb,campaign_30,creative_81,0,1,4,0,55.78135025,38.240605
10-04-26,10-04-26 8:55,fb,campaign_30,creative_84,0,0,2,0,0,60.84613889
10-04-26,10-04-26 8:55,fb,campaign_30,creative_85,0,0,1,0,0,19.85057154
10-04-26,10-04-26 8:55,fb,campaign_30,creative_86,0,0,1,0,0,58.54487152
10-04-26,10-04-26 8:55,fb,campaign_30,creative_87,0,0,2,0,0,38.90844124
10-04-26,10-04-26 8:55,fb,campaign_30,creative_83,0,1,4,0,50.41488718,57.99484707
10-04-26,10-04-26 8:55,fb,campaign_30,creative_88,0,0,1,0,0,29.80691013
10-04-26,10-04-26 8:55,fb,campaign_31,creative_83,0,2,2,0,47.70405452,47.70405452
10-04-26,10-04-26 8:55,fb,campaign_32,creative_81,1,1,1,0,43.56388721,43.56388721
10-04-26,10-04-26 8:55,fb,campaign_32,creative_89,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_32,creative_83,0,1,1,0,50.41488718,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_32,creative_81,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_33,creative_90,0,0,1,0,0,29.55838829
10-04-26,10-04-26 8:55,fb,campaign_33,creative_91,0,0,1,0,0,21.43420855
10-04-26,10-04-26 8:55,fb,campaign_34,creative_92,0,0,1,0,0,81.71737732
10-04-26,10-04-26 8:55,fb,campaign_34,creative_93,0,0,1,0,0,87.00090529
10-04-26,10-04-26 8:55,fb,campaign_34,creative_94,0,1,1,0,34.84238827,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_35,creative_95,0,2,2,0,52.67935731,52.67935731
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,0,2,2,0,53.69911406,53.69911406
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,0,1,2,0,56.05748414,42.77926771
10-04-26,10-04-26 8:55,fb,campaign_35,creative_97,0,1,1,0,46.22146438,46.22146438
10-04-26,10-04-26 8:55,fb,campaign_35,creative_98,0,1,1,0,34.84238827,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,0,5,5,0,41.6875587,41.6875587
10-04-26,10-04-26 8:55,fb,campaign_35,creative_99,0,1,2,0,65.32983188,55.04147615
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,0,3,8,0,58.78423903,52.08801508
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,0,8,11,0,38.59801466,39.82241585
10-04-26,10-04-26 8:55,fb,campaign_35,creative_100,0,2,3,0,50.28964402,60.49210797
10-04-26,10-04-26 8:55,fb,campaign_35,creative_101,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_35,creative_100,0,2,2,0,27.09138499,27.09138499
10-04-26,10-04-26 8:55,fb,campaign_35,creative_102,0,1,1,0,32.82133619,32.82133619
10-04-26,10-04-26 8:55,fb,campaign_35,creative_95,0,4,4,0,39.28244378,39.28244378
10-04-26,10-04-26 8:55,fb,campaign_35,creative_99,0,0,1,0,0,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_35,creative_98,0,1,1,0,104.2257563,104.2257563
10-04-26,10-04-26 8:55,fb,campaign_35,creative_100,0,2,2,0,46.03612991,46.03612991
10-04-26,10-04-26 8:55,fb,campaign_35,creative_101,0,0,1,0,0,55.45951128
10-04-26,10-04-26 8:55,fb,campaign_35,creative_97,0,2,2,0,25.2829561,25.2829561
10-04-26,10-04-26 8:55,fb,campaign_35,creative_95,0,2,4,0,42.09762995,42.62990907
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_35,creative_100,0,2,4,0,28.2140416,32.49449162
10-04-26,10-04-26 8:55,fb,campaign_35,creative_101,0,1,1,0,37.30529708,37.30529708
10-04-26,10-04-26 8:55,fb,campaign_35,creative_100,0,1,4,0,55.45951128,44.91434692
10-04-26,10-04-26 8:55,fb,campaign_35,creative_95,0,0,1,0,0,38.26103427
10-04-26,10-04-26 8:55,fb,campaign_35,creative_103,0,0,1,0,0,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_35,creative_97,0,1,1,0,49.18573872,49.18573872
10-04-26,10-04-26 8:55,fb,campaign_35,creative_96,2,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_35,creative_97,0,1,2,0,48.4447997,48.52116399
10-04-26,10-04-26 8:55,fb,campaign_35,creative_104,0,0,2,0,0,29.38331304
10-04-26,10-04-26 8:55,fb,campaign_36,creative_105,0,0,1,0,0,40.72885927
10-04-26,10-04-26 8:55,fb,campaign_36,creative_106,0,0,1,0,0,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_36,creative_78,0,2,5,0,39.20313774,43.76557924
10-04-26,10-04-26 8:55,fb,campaign_36,creative_79,0,0,2,0,0,38.06941035
10-04-26,10-04-26 8:55,fb,campaign_36,creative_107,0,0,1,0,0,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_37,creative_87,0,1,5,0,44.48412475,54.01480133
10-04-26,10-04-26 8:55,fb,campaign_37,creative_81,1,7,17,0,56.20545214,48.99343184
10-04-26,10-04-26 8:55,fb,campaign_37,creative_85,0,1,4,0,84.33516326,64.52812117
10-04-26,10-04-26 8:55,fb,campaign_37,creative_88,1,0,1,0,0,71.3165444
10-04-26,10-04-26 8:55,fb,campaign_37,creative_84,0,1,3,0,59.9166201,50.42374189
10-04-26,10-04-26 8:55,fb,campaign_37,creative_83,1,3,8,0,41.40247128,46.41861443
10-04-26,10-04-26 8:55,fb,campaign_38,creative_108,0,3,3,0,38.84628217,38.84628217
10-04-26,10-04-26 8:55,fb,campaign_38,creative_109,0,1,1,0,27.4881497,27.4881497
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,0,0,1,0,0,26.50708084
10-04-26,10-04-26 8:55,fb,campaign_38,creative_109,0,0,2,0,0,47.65967897
10-04-26,10-04-26 8:55,fb,campaign_38,creative_108,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,0,6,12,0,48.85144186,45.87722355
10-04-26,10-04-26 8:55,fb,campaign_38,creative_109,0,0,1,0,0,28.17711401
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,0,3,3,0,36.63036441,36.63036441
10-04-26,10-04-26 8:55,fb,campaign_38,creative_112,0,2,2,0,33.48864261,33.48864261
10-04-26,10-04-26 8:55,fb,campaign_38,creative_113,0,0,1,0,0,32.58296734
10-04-26,10-04-26 8:55,fb,campaign_38,creative_114,0,0,1,0,0,25.17684932
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,0,7,14,0,45.60349775,44.44974753
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,1,2,6,0,49.14152931,56.18002063
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_38,creative_115,0,1,1,0,54.24877583,54.24877583
10-04-26,10-04-26 8:55,fb,campaign_38,creative_116,0,0,1,0,0,34.4267
10-04-26,10-04-26 8:55,fb,campaign_38,creative_115,0,1,1,0,62.92535852,62.92535852
10-04-26,10-04-26 8:55,fb,campaign_38,creative_117,0,0,1,0,0,23.01909008
10-04-26,10-04-26 8:55,fb,campaign_38,creative_118,0,0,1,0,0,32.8070761
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,0,5,12,0,36.86299569,45.49137309
10-04-26,10-04-26 8:55,fb,campaign_38,creative_119,0,0,1,0,0,88.44900036
10-04-26,10-04-26 8:55,fb,campaign_38,creative_118,0,1,7,0,35.25369705,32.4147811
10-04-26,10-04-26 8:55,fb,campaign_38,creative_109,0,1,3,0,52.23018399,33.13209416
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,0,0,2,0,0,56.26067937
10-04-26,10-04-26 8:55,fb,campaign_38,creative_112,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_38,creative_115,0,0,2,0,0,41.82770556
10-04-26,10-04-26 8:55,fb,campaign_38,creative_113,1,3,4,0,62.98872412,66.0158993
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,0,2,2,0,44.7766559,44.7766559
10-04-26,10-04-26 8:55,fb,campaign_38,creative_112,0,0,2,0,0,39.94113767
10-04-26,10-04-26 8:55,fb,campaign_38,creative_113,0,1,2,0,17.36969877,26.88589568
10-04-26,10-04-26 8:55,fb,campaign_38,creative_114,0,1,1,0,73.42145366,73.42145366
10-04-26,10-04-26 8:55,fb,campaign_38,creative_113,0,4,4,0,37.61814048,37.61814048
10-04-26,10-04-26 8:55,fb,campaign_38,creative_113,0,7,7,0,42.42876557,42.42876557
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,0,1,2,0,71.93346803,73.91513202
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,1,4,4,0,52.22774232,52.22774232
10-04-26,10-04-26 8:55,fb,campaign_38,creative_108,2,2,2,0,41.54267005,41.54267005
10-04-26,10-04-26 8:55,fb,campaign_38,creative_112,0,0,2,0,0,32.31868225
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,0,0,2,0,0,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_38,creative_110,1,0,0,0,0,0
10-04-26,10-04-26 8:55,fb,campaign_38,creative_112,0,1,2,0,19.66218778,20.8863015
10-04-26,10-04-26 8:55,fb,campaign_38,creative_119,1,0,3,0,0,36.0175687
10-04-26,10-04-26 8:55,fb,campaign_38,creative_111,0,2,2,0,33.13271808,33.13271808
10-04-26,10-04-26 8:55,fb,campaign_38,creative_120,0,0,1,0,0,47.98736916
10-04-26,10-04-26 8:55,fb,campaign_38,creative_118,0,1,1,0,70.64613931,70.64613931
10-04-26,10-04-26 8:55,fb,campaign_39,creative_121,0,0,1,0,0,64.63868246
10-04-26,10-04-26 8:55,fb,campaign_39,creative_122,0,0,1,0,0,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_39,creative_123,0,1,1,0,46.11355694,46.11355694
10-04-26,10-04-26 8:55,fb,campaign_40,creative_75,0,1,1,0,64.16082799,64.16082799
10-04-26,10-04-26 8:55,fb,campaign_40,creative_124,0,0,1,0,0,40.72885927
10-04-26,10-04-26 8:55,fb,campaign_41,creative_125,0,0,1,0,0,56.03655156
10-04-26,10-04-26 8:55,fb,campaign_41,creative_126,0,3,6,0,44.02606384,38.93837012
10-04-26,10-04-26 8:55,fb,campaign_41,creative_127,0,1,2,0,64.77242888,65.60681527
10-04-26,10-04-26 8:55,fb,campaign_41,creative_128,0,2,3,0,30.94529267,34.43451534
10-04-26,10-04-26 8:55,fb,campaign_41,creative_129,2,0,1,0,0,26.97708621
10-04-26,10-04-26 8:55,fb,campaign_41,creative_130,0,1,2,0,32.16595465,30.73178204
10-04-26,10-04-26 8:55,fb,campaign_41,creative_131,0,7,17,0,36.30703246,35.7412674
10-04-26,10-04-26 8:55,fb,campaign_41,creative_132,0,0,1,0,0,28.83819399
10-04-26,10-04-26 8:55,fb,campaign_42,creative_42,1,2,3,0,50.38723129,45.61040943
10-04-26,10-04-26 8:55,fb,campaign_42,creative_133,0,1,2,0,36.08265643,36.06971107
10-04-26,10-04-26 8:55,fb,campaign_42,creative_134,0,0,1,0,0,28.83819399
10-04-26,10-04-26 8:55,fb,campaign_42,creative_135,0,1,2,0,36.00203371,32.64982157
10-04-26,10-04-26 8:55,fb,campaign_42,creative_136,0,1,2,0,56.65535299,56.65535299
10-04-26,10-04-26 8:55,fb,campaign_42,creative_33,1,10,19,0,45.47273038,45.28564037
10-04-26,10-04-26 8:55,fb,campaign_42,creative_43,0,1,1,0,88.5258,88.5258
10-04-26,10-04-26 8:55,fb,campaign_43,creative_137,0,0,1,0,0,68.67860055
10-04-26,10-04-26 8:55,fb,campaign_44,creative_53,0,7,9,0,40.95957698,47.62111759
10-04-26,10-04-26 8:55,fb,campaign_44,creative_44,0,1,2,0,36.00203371,42.29978099
10-04-26,10-04-26 8:55,fb,campaign_44,creative_58,0,1,1,0,73.96956391,73.96956391
10-04-26,10-04-26 8:55,fb,campaign_44,creative_55,0,1,1,0,73.96956391,73.96956391
10-04-26,10-04-26 8:55,fb,campaign_44,creative_59,0,2,2,0,69.82575758,69.82575758
10-04-26,10-04-26 8:55,fb,campaign_44,creative_138,0,1,2,0,62.36932862,55.16160842
10-04-26,10-04-26 8:55,fb,campaign_44,creative_54,0,10,15,0,54.25094217,47.39512309
10-04-26,10-04-26 8:55,fb,campaign_44,creative_57,0,1,3,0,28.9241689,31.21868027
10-04-26,10-04-26 8:55,fb,campaign_45,creative_139,0,1,1,0,59.7192964,59.7192964
10-04-26,10-04-26 8:55,fb,campaign_45,creative_70,0,2,2,0,49.73605967,49.73605967
10-04-26,10-04-26 8:55,fb,campaign_45,creative_140,2,2,2,0,50.17454421,50.17454421
10-04-26,10-04-26 8:55,fb,campaign_46,creative_141,0,0,1,0,0,57.91274303
10-04-26,10-04-26 8:55,fb,campaign_46,creative_142,0,0,1,0,0,73.97632442
10-04-26,10-04-26 8:55,fb,campaign_47,creative_143,0,1,1,0,116.8910097,116.8910097
10-04-26,10-04-26 8:55,fb,campaign_48,creative_142,0,0,1,0,0,42.03346978
10-04-26,10-04-26 8:55,fb,campaign_49,creative_144,0,0,1,0,0,33.44445615
10-04-26,10-04-26 8:55,fb,campaign_49,creative_145,0,1,1,0,54.93006403,54.93006403
10-04-26,10-04-26 8:55,fb,campaign_49,creative_143,0,0,1,0,0,57.91274303
10-04-26,10-04-26 8:55,fb,campaign_49,creative_146,0,0,1,0,0,57.91274303
10-04-26,10-04-26 8:55,fb,campaign_49,creative_147,0,1,2,0,33.44445615,45.67859959
10-04-26,10-04-26 8:55,fb,campaign_50,creative_148,0,0,1,0,0,57.91274303
10-04-26,10-04-26 8:55,fb,campaign_50,creative_149,0,0,1,0,0,57.91274303
10-04-26,10-04-26 8:55,fb,campaign_50,creative_150,0,0,1,0,0,42.03346978
10-04-26,10-04-26 8:55,fb,campaign_51,creative_151,0,0,1,0,0,73.97632442
10-04-26,10-04-26 8:55,fb,campaign_52,creative_152,0,0,3,0,0,61.38264691
10-04-26,10-04-26 8:55,fb,campaign_52,creative_153,0,0,1,0,0,44.73138142
10-04-26,10-04-26 8:55,fb,campaign_52,creative_154,0,0,3,0,0,47.24663946
10-04-26,10-04-26 8:55,fb,campaign_52,creative_153,0,0,2,0,0,60.56572078
10-04-26,10-04-26 8:55,fb,campaign_52,creative_155,0,0,1,0,0,43.56388721
10-04-26,10-04-26 8:55,fb,campaign_52,creative_156,0,0,3,0,0,56.78384336
10-04-26,10-04-26 8:55,fb,campaign_52,creative_152,0,0,3,0,0,36.6894912
10-04-26,10-04-26 8:55,fb,campaign_52,creative_157,0,0,1,0,0,30.17758508
10-04-26,10-04-26 8:55,fb,campaign_52,creative_158,0,1,1,0,50.41488718,50.41488718
10-04-26,10-04-26 8:55,fb,campaign_52,creative_159,0,0,6,0,0,58.73142332
10-04-26,10-04-26 8:55,fb,campaign_52,creative_160,0,0,5,0,0,47.36837924
10-04-26,10-04-26 8:55,fb,campaign_52,creative_159,0,0,1,0,0,9.853398807
10-04-26,10-04-26 8:55,fb,campaign_52,creative_158,0,0,1,0,0,60.56572078
10-04-26,10-04-26 8:55,fb,campaign_52,creative_160,0,0,1,0,0,43.56388721
10-04-26,10-04-26 8:55,fb,campaign_52,creative_157,0,2,11,0,56.12124388,60.56775579
10-04-26,10-04-26 8:55,fb,campaign_52,creative_153,0,0,1,0,0,71.3165444
10-04-26,10-04-26 8:55,fb,campaign_52,creative_156,0,1,7,0,61.90845754,50.04979709
10-04-26,10-04-26 8:55,fb,campaign_52,creative_153,0,0,3,0,0,42.38543178
10-04-26,10-04-26 8:55,fb,campaign_52,creative_161,0,2,3,0,51.05437936,45.54376063
10-04-26,10-04-26 8:55,fb,campaign_52,creative_152,0,0,1,0,0,34.84238827
10-04-26,10-04-26 8:55,fb,campaign_53,creative_158,0,1,2,0,73.97632442,51.82891407
10-04-26,10-04-26 8:55,fb,campaign_53,creative_156,0,1,1,0,40.54910088,40.54910088
10-04-26,10-04-26 8:55,fb,campaign_53,creative_160,0,1,1,0,44.82687265,44.82687265
10-04-26,10-04-26 8:55,fb,campaign_53,creative_155,0,1,1,0,51.67272146,51.67272146
